clean_text,emotion_label,stress_label
yang namanya terlanjur sayang itu ribet lah mau cuek tidak bisa mau marah tidak bisa bisanya cuma diam diam diam menyesal diam diam menangis,sad,0.79
seru ya ternyata nontonin orang bego,happy,0.01
aduh tidak enak banget nih keluarga kalau misalnya klaksonin,happy,0.17
kalau main tiktok bikin kamu jadi orang tolol tidak beradab tidak tau toleransi better kamu stop main tiktok hanya karena konten jadi kehilangan attitude,angry,0.97
rasanya ingin marah terus banget asli di rumah sama dia,angry,0.78
akhir akhir ini cemas terus sih pas perjalanan sama keluarga,anxious,0.95
malam ini kepikiran terus jadi sedih dari tadi kepikiran pas perjalanan sama dia,sad,0.59
rasanya kosong saja hari ini serius bareng teman,sad,0.84
takut kalau hasilnya jelek jujur saja di rumah sama keluarga,anxious,0.94
orang itu bikin emosi banget dan kepikiran terus pas perjalanan sama teman kantor,angry,0.8
takut gagal di presentasi besok dan kepikiran terus di rumah sama dia,anxious,0.98
ini sih zam apa direct message gue saya takut anjing,anxious,0.86
padang enak,happy,0.03
bodoh banggang tak sedaq dengan kediri sendiri itu orang kata jenis tak mengerti natural killer bersyukur bagi p lah banyak mana pun tetap tak akan cukup natural killer ada hati pula natural killer cantas aku bukan main bodoh banggang lagi habaq kita lani natural killer tukaq senang orang tua takdak sudah nanti semua aku potong nama,angry,0.9
lebih baik melihat dia marah dari pada melihat dia sedih,sad,0.51
takut gagal di presentasi besok banget asli tadi pagi sama teman kantor,anxious,0.78
aduh sih tolol keceplosan,angry,0.93
paling benci kalau lagi diam terus panik sendiri tak tau bingung kenapa,angry,0.93
anxious banget sebelum meeting tadi jujur saja pas perjalanan,anxious,0.97
tapi menurutku tidak aneh nder normal saja,neutral,0.36
semangat semoga lancar ya,happy,0.17
geram banget sama pelayanan tadi banget waktu malam sama keluarga,angry,0.67
orang itu bikin emosi banget jujur saja di rumah sama dia,angry,0.71
kehilangan semangat buat kenapa apa lucu bareng teman sama keluarga,sad,0.61
bangsat sudah ini,angry,0.87
orang itu bikin emosi banget banget bareng teman sama teman kantor,angry,0.72
hari ini produktif dan suasana hati bagus bareng teman,happy,0.28
masih susah pindah on dari kejadian itu hari ini waktu malam sendiri,sad,0.79
lelah menghadapi orang yang egois banget waktu malam sama teman kantor,angry,0.85
ngakaka semangat,happy,0.14
semangat dong menitip rok sebentar,neutral,0.3
kalau yang cuma kembang tahu doang aku belum pernah coba tapi pasti enak aduh lupa namanya,happy,0.12
bismillah deh saya masih takut soalnya kalau main warna pastel,anxious,0.77
aneh sih orang kalau sudah cinta kadang kadar kebegoannya meningkat maaf sender tapi jujur kamu bego,angry,0.94
infp sepertinya panik di semua hal sih,neutral,0.31
khawatir sama kondisi sekarang hari ini pas perjalanan sama keluarga,anxious,0.91
lelah sama keadaan sekarang banget asli di kantor sama keluarga,sad,0.79
puas,happy,0.02
gila ya emosi kamu aku lihat komen komennya anjgg,angry,0.99
orang itu bikin emosi banget dari tadi kepikiran di rumah sama teman kantor,angry,0.93
aku sedih banget,sad,0.6
kenapa sih harus bikin masalah terus sumpah di kantor sama teman kantor,angry,0.65
ini adalah enak di suami semua tidak enak di istri goblok,angry,0.98
kadrun kroco sih cuma dapat nasi bungkus jika ada order demo tetapi kini lagi sepi order jadi kelaparan makanya kacau meracau jadinya lucu tertawa,happy,0.11
sukses mion semangat,happy,0.03
kecewa banget sama hasilnya hari ini bareng teman sama dia,sad,0.59
khawatir sama kondisi sekarang dari tadi kepikiran di rumah sama dia,anxious,0.71
yang komen buruk ini benaran ada masalah sama otaknya kayaknya tolol banget,angry,0.96
penonton kecewa,sad,0.78
merasa sendirian akhir akhir ini jujur saja waktu malam sama keluarga,sad,0.82
simpang agus salim antrean kendaran normal diketiga kaki simpang situasi arus lalu lintas lancar,neutral,0.28
rasanya sedih banget akhir akhir ini serius di rumah sama teman kantor,sad,0.81
kehilangan semangat buat kenapa apa sama keluarga,sad,0.79
nenek sama mak ku nih tapi kalau ada orang lagi berbicara kadang suka ikut njawab heran banget,angry,0.98
rasanya gugup terus hari ini dan kepikiran terus di kantor sama keluarga,anxious,0.92
dulu di media sosial saya baca banyak yang komen psi itu dipelesetkan dengan kepanjangan partai sampah indonesia dan saya sangat sedih mendengarnya tapi sekarang saya baru mulai memercayai akan hal itu terlebih sekarang setelah mengetahui kualitas pimpinannya surat pemberitahuan tahunan ini,sad,0.69
ada yang terlihat tenang padahal sedang berantakan ada yang terlihat bahagia padahal sedihnya luar biasa,neutral,0.38
jahat banget buat kalian laki laki tolong jangan suka jajan sembarangan dong,angry,0.99
khawatir sama kondisi sekarang sumpah di kantor sendiri,anxious,0.92
sedih tapi masih pagi,sad,0.63
karena bisanya cuma itu doang aku bego soalnya,neutral,0.38
belikan mama rukuh biar semangat ibadah njoo,neutral,0.3
cemas memikirkan masa depan tapi ya sudahlah pas perjalanan,anxious,0.84
alah nanti pas saya jawab saya diejek menyontek google lagi jawab salah tidak jawab salah walah angel memang lek sudah debat sama banci tolol koyok ini aku sih isin wakak,angry,0.98
tolong hai baru bangun tidur tiba pas buka twitter dapat kabar denise,anxious,0.84
karena takut tenggelam dalam lautan luka dalam,anxious,0.85
iya gaya penulisannya aku suka banget ringaan enakk bacanya lucu h,happy,0.06
sabtu ini sudah jadwal bersih bersih kamar indekos karena berantakannya luar biasa klora di sini sudah memasuki usia kepala tiga tahun ini,neutral,0.3
ina tidak perlu terbeban harus menang ya orang blnya juga panik semua di sini jadi tenang saja,neutral,0.28
saya itu memang suka gimik suka bercanda tetapi kalau saya lagi serius ya tolong ikuti serius lah kaya tolong baca situasi juga masa karena saya suka bercanda kamu jadi suka hidungmu suka dari ujung rambutmu sampai ujung kakimu semuanya aku suka malu kali ku tapi mau sedih,sad,0.72
ahay bocah tengil tolol cuma pintar foya ngabisin hasil warisan mumpung masih banyak warisan terusin saja halunya,angry,0.94
hiih kamu harus ikhlas semangat berproses semuanya,happy,0.05
lelah menghadapi orang yang egois banget di kampus sama dia,angry,0.7
senang banget hari ini ketemu teman lama dari tadi kepikiran di rumah sama dia,happy,0.27
lucu apa iya benar aku pun kaget ternyata ujung nya anak bio,anxious,0.84
pertanyaan tolol,angry,0.99
bacoot kadrun memang bangsat,angry,0.95
kehilangan semangat buat kenapa apa sumpah di kampus sama teman kantor,sad,0.81
semangat buat hari ini ya kamu deserve tapi be happy anw jangan lupa sarapan agas,happy,0.04
prioritas utama saya sekarang kazuha sih mana dia tidak ada kabar,neutral,0.31
tidak ada semangat,neutral,0.2
rasanya kosong saja hari ini sih di kantor sama teman kantor,sad,0.6
hari ini berat banget dijalani banget tadi pagi sendiri,sad,0.66
geram banget sama pelayanan tadi dan kepikiran terus di rumah sendiri,angry,0.68
selain itu meskipun banyak aktivitas benaran santai dan sama sekali tidak menekan bisa skip aktivitas kalau lagi sibuk bisa di cek nih kalender februari bagaimana seru dan menarik kan tunggu apalagi rumah ya natcy saja,neutral,0.23
pp boleh meminta kritik dan saran worth tidak ya kalau jadi ready persediaan takut malah flop begitu tia,anxious,0.78
akhirnya lolos interview kerja hari ini tadi pagi sama teman kantor,happy,0.08
sedih mau celana dalam,sad,0.71
pagi sudah dibuat sedih saja sama dennise,sad,0.73
sudah cari grabmart lah tokopedia fresh aplah semacamnya tetap sih paling enak adalah wassap kang sayur soalnya bisa menitip apaan saja yang tidak ada di cart,neutral,0.23
tapi kalau ingin paham lebih enak baca recap di youtube google daripada pas lagi dalam ini game coba cari dan baca,neutral,0.21
senyum sendiri pas ingat kejadian tadi padahal sudah coba santai di kantor,happy,0.28
aku adalah masa tiap harii sama kadang nih paginya tidak kenapa ini tetap saja ke logout makanya ini suka degdegan banget takut,anxious,0.86
akhir akhir ini cemas terus lucu di kampus,anxious,0.92
sedih salah ketik,sad,0.65
tidak usah menambah emosi tad,angry,0.94
wah senang disangka line tampak muda aku di sana sujiya,neutral,0.34
takut kalau hasilnya jelek banget pas perjalanan sendiri,anxious,0.97
sedih sih cuma bagaimana,sad,0.79
jelas agar orang tidak takut sama tentara nasional indonesia,neutral,0.3
jangan di sini ah malu,anxious,0.85
degdegan banget hari ini ya ampun semoga lancar sinyal bisa kerja sama ya please tabletku jangan suka tiba no connection ya salam sehat waras semuanya,anxious,0.71
rasanya sedih banget akhir akhir ini di kantor sama teman kantor,sad,0.67
saya setuju dengan segala statmentmu tadi hanya saja khusus indonesia untuk diiplementasikan seperti itu amatlah berat bahkan pemerintah pun jika ingin bikin kebijakan seperti ini agak sulit karena bakal banyak pertentangan dari kaum maha suci baik verbal maupun fisik nantinya,neutral,0.24
kecewa banget sama hasilnya jujur saja di kampus sama keluarga,sad,0.68
rasanya kosong saja hari ini serius pas perjalanan,sad,0.7
pacar atau antigen saja di dewasa gejalanya mild biasanya kayak flue biasa,neutral,0.25
hati hati terhadap akun palsu yang mengatasnamakan bank mandiri dan meminta data rahasia untuk informasi terkait produk dan promo menarik bank mandiri ibu bisa chat mita di whatsapp official tetap jaga kesehatan selalu tks wilsa end,neutral,0.32
apa kabar es doger sama bisnis laundry sama komisi pemberantasan korupsi nya takut usut uenaknya,neutral,0.35
jumat tes ag hasilnya negatif santai saja seninnya sidang offline ketemu banyak orang sampai malam selasa ngurung diri di kamar rabu sore akhirnya pergi ke rumah teman karena mau ambil barang banyak banget pulang malam juga lucu,neutral,0.21
kaget anjir mini,anxious,0.72
a luar biasa banget kadang suka iri sama anak ilmu pengetahuan alam dulu kenapa bisa ambisius dan kompak secara bersamaan anak kelas saya malah berkelompok mulu kalau apa apa jadinya malas,sad,0.78
hi kak langit wah mantap ya kak semangat terus wfh nya kak semoga sehat selalu diar,happy,0.08
deg degan menunggu hasil pengumuman banget tadi pagi sama keluarga,anxious,0.86
kecewa banget sama hasilnya hari ini waktu malam sama keluarga,sad,0.6
saya takut,anxious,0.8
marah banget karena pekerjaan berantakan agak random sih di kantor,angry,0.9
senyum sendiri pas ingat kejadian tadi jujur saja bareng teman sama teman kantor,happy,0.12
apabila kita memiliki kebesaran hati maka kita tidak akan mudah marah kecewa dan tersinggung,neutral,0.21
amin ya rabi aalamiin semangat,happy,0.16
lelah sih tapi puas hasilnya bagus banget,happy,0.16
semangat o gue l ya,happy,0.03
ini instagram lagi ramai pap foto sayang lucu gue terus jadi tau deh bias temanku ini siapa saja soalnya pada ngepost foto oppa begitu kan terpantau tidak ada yang bias winner nih bagaimana kecewa,sad,0.52
saya marah tapi saya sayang sama kamu,angry,0.91
kecewa banget sama hasilnya lucu di rumah sama keluarga,sad,0.72
takut kalau hasilnya jelek agak random sih di rumah,anxious,0.89
khawatir sama kondisi sekarang sumpah di rumah sama teman kantor,anxious,0.98
tidak ada yang komentar ya aku saja sudah tapi aku pro situ saja,neutral,0.26
lelah sama keadaan sekarang sumpah di kantor,sad,0.77
takut kalau hasilnya jelek serius waktu malam sama keluarga,anxious,0.75
habis menonton hole live suara courtney stabil banget kalau kelakuannya normal mungkin gue sudah ngestan,neutral,0.35
awali harimu dengan mendoakan seluruh keluargamu dan hidupmu agar bisa melalui hari ini dengan bahagia,neutral,0.25
iya sedih banget padahal sudah menunggu dia comeback lagi sama sn,sad,0.64
senang banget pagi pagi dapat yang manis manis gue gue,happy,0.04
pas mark live instagram kemarin ada yang bertanya ada live koreografi tidak lagu mark itu sedih masa kamu menyuruh mark nyanyi sambil menari yang benar saja,sad,0.7
saya kerja di jababeka dua kak rumah di cengkareng paling pas kereta listrik saja sudah kontra flow jadi sepi,neutral,0.28
masih tingginya kasus omicron di indonesia membuat para pelaku industri pariwisata di bali mengaku sangat khawatir dengan kondisi saat ini meskipun pemerintah telah mencabut pembatasan warga negara asing yang ingin berkunjung ke indonesia namun kunjungan wisatawan asing ke bali masih sepi,neutral,0.37
iyakan dia adeknya anjir bagaimana sih maksud kamu anjir masih pagi ini ya jangan buat emosi bangsat,angry,0.97
sabar sabar jangan emosi,angry,0.98
teman ku banyak ternyata suka bingung sama orang yang kalau chatingan itu ada saja yang dibahas kalau aku itu malas semales itu apa lagi setelah nikah suami di rumah terus mau chatingan sama siapa lagi coba kalau tidak penting penting banget palingan cuma jadi penonton cerita,neutral,0.25
ah iya banget hazaa kayak tiba tiba bawaannya mellow banget ya semangat hazaa semoga mellow kesal sedih gajelasnya cepat hilang ya,happy,0.13
akhir akhir ini cemas terus padahal sudah coba santai di kampus sama dia,anxious,0.71
rasanya ingin marah terus banget tadi pagi,angry,0.79
deg degan menunggu hasil pengumuman jujur saja bareng teman sama teman kantor,anxious,0.78
sebagai tim bubur dengan topping kacang kedele yang banyak saya kecewa dengan pendapat anda,sad,0.57
masih susah pindah on dari kejadian itu sumpah sama dia,sad,0.78
makan favorit hari ini bikin bahagia banget pas perjalanan,happy,0.26
jangan marah,angry,0.96
tapi kami suka korea pop itu tulus kak tidak merasa juga dimanfaatkan karya mereka juga bagus kok menurut kakak karya mereka tidak bermanfaat mau aku kasih lihat penghargaan yang mereka terima julid amat sih begitu banget bencinya sampai dibentur ini sama even moto gp aneh,angry,0.93
kayak nya pada panik simpan permanen data ya,neutral,0.21
takut gagal di presentasi besok dan kepikiran terus di rumah sendiri,anxious,0.91
khawatir sama kondisi sekarang sumpah sendiri,anxious,0.83
lelah sama keadaan sekarang serius bareng teman sama dia,sad,0.65
kehilangan semangat buat kenapa apa dan kepikiran terus tadi pagi sama teman kantor,sad,0.58
semangat buat hari ini,happy,0.18
makan favorit hari ini bikin bahagia dari tadi kepikiran bareng teman sama keluarga,happy,0.29
please sedih banget,sad,0.51
enak banget jadi mbak nain,neutral,0.23
joke itu lawak love itu sayang like itu suka sad itu sedih,neutral,0.33
saya suka jadi wanita misterius oh my god lucu banget sapa ini nih pasti teman sampai di kamu get deja vuu,neutral,0.33
geram banget sama pelayanan tadi jujur saja waktu malam sama dia,angry,0.76
adek orang kata simpan sikit takut esok nak guna lucu,anxious,0.75
senang banget hari ini ketemu teman lama sumpah tadi pagi sendiri,happy,0.15
hari ini berat banget dijalani agak random sih pas perjalanan sama keluarga,sad,0.82
pagi ini tidak sengaja ketemu bestie yang baru nikah seperti biasa kalau ketemu suka cerita dari hal yang tidak penting sekali pun sampai dimana dia tidak sengaja bilang kalau tidak bahagia dan tidak ada rasa sama lakinya syok pasti jadi intinya nikah tidak cukup hanya dengan kata mampu,happy,0.14
mung piala ciki fokus ucl,neutral,0.39
semangat sayang,happy,0.1
kenapa bangsat,angry,0.94
tidur normal tidak begadang lihat mu membuat hidup lebih bahagia,neutral,0.39
kadang benci sama diri sendiri yang lemah banget sedikit sakit sedikit sakit bikin repot semua orang,sad,0.52
saja nak kongsi dekat korang yang kami juga ada buka booth jualan merch boleh singgah cuci mata tengok tengok fizikal dan zine lokal yang dijual rantai art event wig myground mytown belanja centre february sama pm,neutral,0.2
sedih yang bisa disuruh masak indomie berkurang satu,sad,0.58
deg degan menunggu hasil pengumuman banget di kantor sama keluarga,anxious,0.74
manusia manis manusia baik manusia cantikku jimin sudah negatif covid dan keluar dari rumah sakit bagaimana rasanya menggambarkan rasa bahagia ku jimin finally sayangg tinggal pemulihan pasca operasi lagi ya sayang ku jimiinn,happy,0.11
