text,emotion_label,text_clean,text_casefoldingText,text_slangwords,text_tokenizingText,text_stopword,text_akhir,emotion_id
Serius deh dosen acc proposal dan hariku jadi lebih enak,happy,Serius deh dosen acc proposal dan hariku jadi lebih enak,serius deh dosen acc proposal dan hariku jadi lebih enak,serius deh dosen accord proposal dan hariku jadi lebih enak,"['serius', 'deh', 'dosen', 'accord', 'proposal', 'dan', 'hariku', 'jadi', 'lebih', 'enak']","['serius', 'deh', 'dosen', 'accord', 'proposal', 'hariku', 'enak']",serius deh dosen accord proposal hariku enak,2
Seharian minum kopi sambil kerja lalu lanjut aktivitas lagi,neutral,Seharian minum kopi sambil kerja lalu lanjut aktivitas lagi,seharian minum kopi sambil kerja lalu lanjut aktivitas lagi,seharian minum kopi sambil kerja lalu lanjut aktivitas lagi,"['seharian', 'minum', 'kopi', 'sambil', 'kerja', 'lalu', 'lanjut', 'aktivitas', 'lagi']","['seharian', 'minum', 'kopi', 'kerja', 'aktivitas']",seharian minum kopi kerja aktivitas,3
Aku marah karena karena tetangga berisik tengah malam,angry,Aku marah karena karena tetangga berisik tengah malam,aku marah karena karena tetangga berisik tengah malam,aku marah karena karena tetangga berisik tengah malam,"['aku', 'marah', 'karena', 'karena', 'tetangga', 'berisik', 'tengah', 'malam']","['marah', 'tetangga', 'berisik', 'malam']",marah tetangga berisik malam,0
"ga berani ngucapin happy birthday ke cowo yg gue suka anj. kalo gue pikir pikir sekarang, kek dulu gue bego banget anj. padahal itu kesempatan emass",fear,ga berani ngucapin happy birthday ke cowo yg gue suka anj kalo gue pikir pikir sekarang kek dulu gue bego banget anj padahal itu kesempatan emass,"ga berani ngucapin happy birthday ke cowo yg gue suka anj. kalo gue pikir pikir sekarang, kek dulu gue bego banget anj. padahal itu kesempatan emass","ga berani ngucapin bahagia birthday ke cowo yang saya suka anj. kalau saya pikir pikir sekarang, seperti dulu saya bego banget anj. padahal itu kesempatan emass","['ga', 'berani', 'ngucapin', 'bahagia', 'birthday', 'ke', 'cowo', 'yang', 'saya', 'suka', 'anj', '.', 'kalau', 'saya', 'pikir', 'pikir', 'sekarang', ',', 'seperti', 'dulu', 'saya', 'bego', 'banget', 'anj', '.', 'padahal', 'itu', 'kesempatan', 'emass']","['berani', 'ngucapin', 'bahagia', 'birthday', 'cowo', 'suka', 'anj', '.', 'pikir', 'pikir', ',', 'bego', 'banget', 'anj', '.', 'kesempatan', 'emass']","berani ngucapin bahagia birthday cowo suka anj . pikir pikir , bego banget anj . kesempatan emass",1
dah lah ak kecewa!!,angry,dah lah ak kecewa,dah lah ak kecewa!!,deh lah saya kecewa!!,"['deh', 'lah', 'saya', 'kecewa', '!', '!']","['deh', 'kecewa', '!', '!']",deh kecewa ! !,0
"read this before dengar lagu mark, so bila dengar tadi teringat tweet ni. sedih do senanya lagu ni",sad,read this before dengar lagu mark so bila dengar tadi teringat tweet ni sedih do senanya lagu ni,"read this before dengar lagu mark, so bila dengar tadi teringat tweet ni. sedih do senanya lagu ni","read this before dengar lagu mark, so bila dengar tadi teringat tweet ni. sedih do senanya lagu ini","['read', 'this', 'before', 'dengar', 'lagu', 'mark', ',', 'so', 'bila', 'dengar', 'tadi', 'teringat', 'tweet', 'ni', '.', 'sedih', 'do', 'senanya', 'lagu', 'ini']","['read', 'dengar', 'lagu', 'mark', ',', 'dengar', 'tweet', 'ni', '.', 'sedih', 'senanya', 'lagu']","read dengar lagu mark , dengar tweet ni . sedih senanya lagu",4
cara muvon tercepat yang tidak direkomedasikan: buat dia ilfeel/benci sama kita begitu sebaliknya n im done yeahh fufuufu gimme high five,neutral,cara muvon tercepat yang tidak direkomedasikan buat dia ilfeelbenci sama kita begitu sebaliknya n im done yeahh fufuufu gimme high five,cara muvon tercepat yang tidak direkomedasikan: buat dia ilfeel/benci sama kita begitu sebaliknya n im done yeahh fufuufu gimme high five,cara muvon tercepat yang tidak direkomedasikan: buat dia ilfeel/benci sama kita begitu sebaliknya dan im done yeahh fufuufu gimme high five,"['cara', 'muvon', 'tercepat', 'yang', 'tidak', 'direkomedasikan', ':', 'buat', 'dia', 'ilfeel/benci', 'sama', 'kita', 'begitu', 'sebaliknya', 'dan', 'im', 'done', 'yeahh', 'fufuufu', 'gim', 'me', 'high', 'five']","['muvon', 'tercepat', 'direkomedasikan', ':', 'ilfeel/benci', 'im', 'done', 'yeahh', 'fufuufu', 'gim', 'high', 'five']",muvon tercepat direkomedasikan : ilfeel/benci im done yeahh fufuufu gim high five,3
Tadi pagi gaji cair lebih cepat meski kemarin sempat capek,happy,Tadi pagi gaji cair lebih cepat meski kemarin sempat capek,tadi pagi gaji cair lebih cepat meski kemarin sempat capek,tadi pagi gaji cair lebih cepat meski kemarin sempat capek,"['tadi', 'pagi', 'gaji', 'cair', 'lebih', 'cepat', 'meski', 'kemarin', 'sempat', 'capek']","['pagi', 'gaji', 'cair', 'cepat', 'kemarin', 'capek']",pagi gaji cair cepat kemarin capek,2
Hari ini bikin emosi pas client ubah requirement mendadak aku jadi susah tenang,angry,Hari ini bikin emosi pas client ubah requirement mendadak aku jadi susah tenang,hari ini bikin emosi pas client ubah requirement mendadak aku jadi susah tenang,hari ini bikin emosi pas client ubah requirement mendadak aku jadi susah tenang,"['hari', 'ini', 'bikin', 'emosi', 'pas', 'client', 'ubah', 'requirement', 'mendadak', 'aku', 'jadi', 'susah', 'tenang']","['bikin', 'emosi', 'pas', 'client', 'ubah', 'requirement', 'mendadak', 'susah', 'tenang']",bikin emosi pas client ubah requirement mendadak susah tenang,0
Tadi pagi pas dosen acc proposal pokoknya lega banget,happy,Tadi pagi pas dosen acc proposal pokoknya lega banget,tadi pagi pas dosen acc proposal pokoknya lega banget,tadi pagi pas dosen accord proposal pokoknya lega banget,"['tadi', 'pagi', 'pas', 'dosen', 'accord', 'proposal', 'pokoknya', 'lega', 'banget']","['pagi', 'pas', 'dosen', 'accord', 'proposal', 'pokoknya', 'lega', 'banget']",pagi pas dosen accord proposal pokoknya lega banget,2
Ga nyangka karena crush bales chat,happy,Ga nyangka karena crush bales chat,ga nyangka karena crush bales chat,ga nyangka karena crush balas chat,"['ga', 'nyangka', 'karena', 'crush', 'balas', 'chat']","['nyangka', 'crush', 'balas', 'chat']",nyangka crush balas chat,2
Aku kecewa karena karena ga ada yang ngerti kondisi aku aku jadi males ngomong,sad,Aku kecewa karena karena ga ada yang ngerti kondisi aku aku jadi males ngomong,aku kecewa karena karena ga ada yang ngerti kondisi aku aku jadi males ngomong,aku kecewa karena karena ga ada yang mengerti kondisi aku aku jadi males bicara,"['aku', 'kecewa', 'karena', 'karena', 'ga', 'ada', 'yang', 'mengerti', 'kondisi', 'aku', 'aku', 'jadi', 'males', 'bicara']","['kecewa', 'mengerti', 'kondisi', 'males', 'bicara']",kecewa mengerti kondisi males bicara,4
"Aku marah karena, client ubah requirement mendadak aku jadi susah tenang",angry,Aku marah karena client ubah requirement mendadak aku jadi susah tenang,"aku marah karena, client ubah requirement mendadak aku jadi susah tenang","aku marah karena, client ubah requirement mendadak aku jadi susah tenang","['aku', 'marah', 'karena', ',', 'client', 'ubah', 'requirement', 'mendadak', 'aku', 'jadi', 'susah', 'tenang']","['marah', ',', 'client', 'ubah', 'requirement', 'mendadak', 'susah', 'tenang']","marah , client ubah requirement mendadak susah tenang",0
Seneng banget karena gaji cair lebih cepat aku jadi makin termotivasi,happy,Seneng banget karena gaji cair lebih cepat aku jadi makin termotivasi,seneng banget karena gaji cair lebih cepat aku jadi makin termotivasi,seneng banget karena gaji cair lebih cepat aku jadi makin termotivasi,"['seneng', 'banget', 'karena', 'gaji', 'cair', 'lebih', 'cepat', 'aku', 'jadi', 'makin', 'termotivasi']","['seneng', 'banget', 'gaji', 'cair', 'cepat', 'termotivasi']",seneng banget gaji cair cepat termotivasi,2
Aku beneran kesel client ubah requirement mendadak jadi pengen marah-marah,angry,Aku beneran kesel client ubah requirement mendadak jadi pengen marahmarah,aku beneran kesel client ubah requirement mendadak jadi pengen marah-marah,aku beneran kesel client ubah requirement mendadak jadi pengen marah-marah,"['aku', 'beneran', 'kesel', 'client', 'ubah', 'requirement', 'mendadak', 'jadi', 'pengen', 'marah-marah']","['beneran', 'kesel', 'client', 'ubah', 'requirement', 'mendadak', 'pengen', 'marah-marah']",beneran kesel client ubah requirement mendadak pengen marah-marah,0
Aku marah karena pas laptop ngefreeze pas presentasi dan bikin stres banget,angry,Aku marah karena pas laptop ngefreeze pas presentasi dan bikin stres banget,aku marah karena pas laptop ngefreeze pas presentasi dan bikin stres banget,aku marah karena pas laptop ngefreeze pas presentasi dan bikin stres banget,"['aku', 'marah', 'karena', 'pas', 'laptop', 'ngefreeze', 'pas', 'presentasi', 'dan', 'bikin', 'stres', 'banget']","['marah', 'pas', 'laptop', 'ngefreeze', 'pas', 'presentasi', 'bikin', 'stres', 'banget']",marah pas laptop ngefreeze pas presentasi bikin stres banget,0
Aku ngerasa planning berantakan,sad,Aku ngerasa planning berantakan,aku ngerasa planning berantakan,aku ngerasa planning berantakan,"['aku', 'ngerasa', 'planning', 'berantakan']","['ngerasa', 'planning', 'berantakan']",ngerasa planning berantakan,4
"Barusan, rapat mingguan",neutral,Barusan rapat mingguan,"barusan, rapat mingguan","barusan, rapat mingguan","['barusan', ',', 'rapat', 'mingguan']","['barusan', ',', 'rapat', 'mingguan']","barusan , rapat mingguan",3
"personal order buat pbox sudah kami share yaa di square kode nyaa~ bagi yang mau silahkan langsung replay saja di square atau langsung dm kesini, ditunggu sampai jam 14:00 pm",neutral,personal order buat pbox sudah kami share yaa di square kode nyaa bagi yang mau silahkan langsung replay saja di square atau langsung dm kesini ditunggu sampai jam  pm,"personal order buat pbox sudah kami share yaa di square kode nyaa~ bagi yang mau silahkan langsung replay saja di square atau langsung dm kesini, ditunggu sampai jam 14:00 pm","personal order buat pbox sudah kami share yaa di square kode nyaa~ bagi yang mau silahkan langsung replay saja di square atau langsung dm kesini, ditunggu sampai jam 14:00 pm","['personal', 'order', 'buat', 'pbox', 'sudah', 'kami', 'share', 'yaa', 'di', 'square', 'kode', 'nyaa~', 'bagi', 'yang', 'mau', 'silahkan', 'langsung', 'replay', 'saja', 'di', 'square', 'atau', 'langsung', 'dm', 'kesini', ',', 'ditunggu', 'sampai', 'jam', '14:00', 'pm']","['personal', 'order', 'pbox', 'share', 'square', 'kode', 'nyaa~', 'silahkan', 'langsung', 'replay', 'square', 'langsung', 'dm', 'kesini', ',', 'ditunggu', 'jam', '14:00', 'pm']","personal order pbox share square kode nyaa~ silahkan langsung replay square langsung dm kesini , ditunggu jam 14:00 pm",3
"membacanya lucu. pasti marah uang rakyat dikorupsibagaimana investor mau investasi ke kalau uangnya dimakan pejabat ""ace golkar 'ajari' ahy soal kuda hitam di 2024: terpenting strategi""",neutral,membacanya lucu pasti marah uang rakyat dikorupsibagaimana investor mau investasi ke kalau uangnya dimakan pejabat ace golkar ajari ahy soal kuda hitam di  terpenting strategi,"membacanya lucu. pasti marah uang rakyat dikorupsibagaimana investor mau investasi ke kalau uangnya dimakan pejabat ""ace golkar 'ajari' ahy soal kuda hitam di 2024: terpenting strategi""","membacanya lucu. pasti marah uang rakyat dikorupsibagaimana investor mau investasi ke kalau uangnya dimakan pejabat ""ace golkar 'ajari' ahy soal kuda hitam di 2024: terpenting strategi""","['membacanya', 'lucu', '.', 'pasti', 'marah', 'uang', 'rakyat', 'dikorupsibagaimana', 'investor', 'mau', 'investasi', 'ke', 'kalau', 'uangnya', 'dimakan', 'pejabat', '``', 'ace', 'golkar', ""'ajari"", ""'"", 'ahy', 'soal', 'kuda', 'hitam', 'di', '2024', ':', 'terpenting', 'strategi', ""''""]","['membacanya', 'lucu', '.', 'marah', 'uang', 'rakyat', 'dikorupsibagaimana', 'investor', 'investasi', 'uangnya', 'dimakan', 'pejabat', '``', 'ace', 'golkar', ""'ajari"", ""'"", 'ahy', 'kuda', 'hitam', '2024', ':', 'terpenting', 'strategi', ""''""]",membacanya lucu . marah uang rakyat dikorupsibagaimana investor investasi uangnya dimakan pejabat `` ace golkar 'ajari ' ahy kuda hitam 2024 : terpenting strategi '',3
Aku panik karena tabungan makin menipis seharian jadi kepikiran,fear,Aku panik karena tabungan makin menipis seharian jadi kepikiran,aku panik karena tabungan makin menipis seharian jadi kepikiran,aku panik karena tabungan makin menipis seharian jadi terpikirkan,"['aku', 'panik', 'karena', 'tabungan', 'makin', 'menipis', 'seharian', 'jadi', 'terpikirkan']","['panik', 'tabungan', 'menipis', 'seharian', 'terpikirkan']",panik tabungan menipis seharian terpikirkan,1
marah muluu,angry,marah muluu,marah muluu,marah muluu,"['marah', 'muluu']","['marah', 'muluu']",marah muluu,0
ujan teruss enak,happy,ujan teruss enak,ujan teruss enak,ujan teruss enak,"['ujan', 'teruss', 'enak']","['ujan', 'teruss', 'enak']",ujan teruss enak,2
Perasaan ga enak karena nilai jelek keluar minggu depan,fear,Perasaan ga enak karena nilai jelek keluar minggu depan,perasaan ga enak karena nilai jelek keluar minggu depan,perasaan ga enak karena nilai jelek keluar minggu depan,"['perasaan', 'ga', 'enak', 'karena', 'nilai', 'jelek', 'keluar', 'minggu', 'depan']","['perasaan', 'enak', 'nilai', 'jelek', 'minggu']",perasaan enak nilai jelek minggu,1
Kesel banget pas orang ngaret tanpa kabar kepala langsung panas,angry,Kesel banget pas orang ngaret tanpa kabar kepala langsung panas,kesel banget pas orang ngaret tanpa kabar kepala langsung panas,kesel banget pas orang terlambat tanpa kabar kepala langsung panas,"['kesel', 'banget', 'pas', 'orang', 'terlambat', 'tanpa', 'kabar', 'kepala', 'langsung', 'panas']","['kesel', 'banget', 'pas', 'orang', 'terlambat', 'kabar', 'kepala', 'langsung', 'panas']",kesel banget pas orang terlambat kabar kepala langsung panas,0
Aku kecewa karena IPK turun dan itu bikin down,sad,Aku kecewa karena IPK turun dan itu bikin down,aku kecewa karena ipk turun dan itu bikin down,aku kecewa karena ipk turun dan itu bikin down,"['aku', 'kecewa', 'karena', 'ipk', 'turun', 'dan', 'itu', 'bikin', 'down']","['kecewa', 'ipk', 'turun', 'bikin']",kecewa ipk turun bikin,4
ya sedih krna makanan cukup buat sehari satu org nag,sad,ya sedih krna makanan cukup buat sehari satu org nag,ya sedih krna makanan cukup buat sehari satu org nag,iya sedih krna makanan cukup buat sehari satu org nag,"['iya', 'sedih', 'krna', 'makanan', 'cukup', 'buat', 'sehari', 'satu', 'org', 'nag']","['sedih', 'krna', 'makanan', 'sehari', 'org', 'nag']",sedih krna makanan sehari org nag,4
Akhir-akhir ini belum siap menghadapi interview,fear,Akhirakhir ini belum siap menghadapi interview,akhir-akhir ini belum siap menghadapi interview,akhir-akhir ini belum siap menghadapi interview,"['akhir-akhir', 'ini', 'belum', 'siap', 'menghadapi', 'interview']","['akhir-akhir', 'menghadapi', 'interview']",akhir-akhir menghadapi interview,1
emosi bgt klo ada yg bilang cakep harus putih. makan taii!,angry,emosi bgt klo ada yg bilang cakep harus putih makan taii,emosi bgt klo ada yg bilang cakep harus putih. makan taii!,emosi banget kalau ada yang bilang cakep harus putih. makan taii!,"['emosi', 'banget', 'kalau', 'ada', 'yang', 'bilang', 'cakep', 'harus', 'putih', '.', 'makan', 'taii', '!']","['emosi', 'banget', 'bilang', 'cakep', 'putih', '.', 'makan', 'taii', '!']",emosi banget bilang cakep putih . makan taii !,0
"Aku jadi kepikiran, takut salah ngomong saat presentasi aku jadi overthinking terus",fear,Aku jadi kepikiran takut salah ngomong saat presentasi aku jadi overthinking terus,"aku jadi kepikiran, takut salah ngomong saat presentasi aku jadi overthinking terus","aku jadi kepikiran, takut salah bicara saat presentasi aku jadi overthinking terus","['aku', 'jadi', 'kepikiran', ',', 'takut', 'salah', 'bicara', 'saat', 'presentasi', 'aku', 'jadi', 'overthinking', 'terus']","['kepikiran', ',', 'takut', 'salah', 'bicara', 'presentasi', 'overthinking']","kepikiran , takut salah bicara presentasi overthinking",1
Aku khawatir takut ga lolos seleksi seharian jadi kepikiran,fear,Aku khawatir takut ga lolos seleksi seharian jadi kepikiran,aku khawatir takut ga lolos seleksi seharian jadi kepikiran,aku khawatir takut ga lolos seleksi seharian jadi terpikirkan,"['aku', 'khawatir', 'takut', 'ga', 'lolos', 'seleksi', 'seharian', 'jadi', 'terpikirkan']","['khawatir', 'takut', 'lolos', 'seleksi', 'seharian', 'terpikirkan']",khawatir takut lolos seleksi seharian terpikirkan,1
Aku puas karena karena berhasil deploy aplikasi dan hariku jadi lebih enak,happy,Aku puas karena karena berhasil deploy aplikasi dan hariku jadi lebih enak,aku puas karena karena berhasil deploy aplikasi dan hariku jadi lebih enak,aku puas karena karena berhasil deploy aplikasi dan hariku jadi lebih enak,"['aku', 'puas', 'karena', 'karena', 'berhasil', 'deploy', 'aplikasi', 'dan', 'hariku', 'jadi', 'lebih', 'enak']","['puas', 'berhasil', 'deploy', 'aplikasi', 'hariku', 'enak']",puas berhasil deploy aplikasi hariku enak,2
Jujur agak cemas karena ada gempa kecil tadi dan susah tidur jadinya,fear,Jujur agak cemas karena ada gempa kecil tadi dan susah tidur jadinya,jujur agak cemas karena ada gempa kecil tadi dan susah tidur jadinya,jujur agak cemas karena ada gempa kecil tadi dan susah tidur jadinya,"['jujur', 'agak', 'cemas', 'karena', 'ada', 'gempa', 'kecil', 'tadi', 'dan', 'susah', 'tidur', 'jadinya']","['jujur', 'cemas', 'gempa', 'susah', 'tidur']",jujur cemas gempa susah tidur,1
"Aku cuma, baca artikel teknologi kayak hari biasa aja",neutral,Aku cuma baca artikel teknologi kayak hari biasa aja,"aku cuma, baca artikel teknologi kayak hari biasa aja","aku cuma, baca artikel teknologi kayak hari biasa saja","['aku', 'cuma', ',', 'baca', 'artikel', 'teknologi', 'kayak', 'hari', 'biasa', 'saja']","[',', 'baca', 'artikel', 'teknologi', 'kayak']",", baca artikel teknologi kayak",3
Aku lagi pas rapat mingguan ga terlalu capek juga,neutral,Aku lagi pas rapat mingguan ga terlalu capek juga,aku lagi pas rapat mingguan ga terlalu capek juga,aku lagi pas rapat mingguan ga terlalu capek juga,"['aku', 'lagi', 'pas', 'rapat', 'mingguan', 'ga', 'terlalu', 'capek', 'juga']","['pas', 'rapat', 'mingguan', 'capek']",pas rapat mingguan capek,3
Mood langsung rusak laptop ngefreeze pas presentasi,angry,Mood langsung rusak laptop ngefreeze pas presentasi,mood langsung rusak laptop ngefreeze pas presentasi,mood langsung rusak laptop ngefreeze pas presentasi,"['mood', 'langsung', 'rusak', 'laptop', 'ngefreeze', 'pas', 'presentasi']","['mood', 'langsung', 'rusak', 'laptop', 'ngefreeze', 'pas', 'presentasi']",mood langsung rusak laptop ngefreeze pas presentasi,0
Tadi pagi presentasi lancar dan hariku jadi lebih enak,happy,Tadi pagi presentasi lancar dan hariku jadi lebih enak,tadi pagi presentasi lancar dan hariku jadi lebih enak,tadi pagi presentasi lancar dan hariku jadi lebih enak,"['tadi', 'pagi', 'presentasi', 'lancar', 'dan', 'hariku', 'jadi', 'lebih', 'enak']","['pagi', 'presentasi', 'lancar', 'hariku', 'enak']",pagi presentasi lancar hariku enak,2
